gridID,mng_name,trt,climate,t1_mean,t1_se,t3_mean,t3_se,n
950258,SL1,Natural Forest,RCP8.5 GFDL,9.906,0,12.8572,0.4001616423396925,5
950258,SL1,Natural Forest,RCP8.5 HadGEM2,9.906,0,6.4642,1.0412857148736843,5
950258,SL2,Natural Forest,Current,9.906,0,1.5762,0.10338926443301549,5
950258,SL2,Natural Forest,RCP2.6 MIROC5,9.906,0,1.6296,0.21395247135754242,5
950258,SL2,Natural Forest,RCP8.5 CSIRO,9.906,0,3.5906000000000002,0.3667480879295761,5
950258,SL2,Natural Forest,RCP8.5 GFDL,9.906,0,14.097199999999999,1.0288103032143485,5
950258,SL2,Natural Forest,RCP8.5 HadGEM2,9.906,0,5.9512,1.0808150813159483,5
950539,CL,Natural Forest,Current,8.538,0,1.613,0.04024549664248164,5
950539,CL,Natural Forest,RCP2.6 MIROC5,8.538,0,1.5694000000000001,0.02340854544819052,5
950539,CL,Natural Forest,RCP8.5 CSIRO,8.538,0,3.5436,0.2912439870623941,5
950539,CL,Natural Forest,RCP8.5 GFDL,8.538,0,14.997200000000001,0.24707395653933253,5
950539,CL,Natural Forest,RCP8.5 HadGEM2,8.538,0,13.473600000000001,0.36485827385438285,5
950539,SL1,Natural Forest,Current,8.538,0,1.4584,0.10673921491185889,5
950539,SL1,Natural Forest,RCP2.6 MIROC5,8.538,0,1.6982,0.18518245057240174,5
950539,SL1,Natural Forest,RCP8.5 CSIRO,8.538,0,3.6676,0.23190959445439074,5
950539,SL1,Natural Forest,RCP8.5 GFDL,8.538,0,14.9254,0.3451149953276445,5
950539,SL1,Natural Forest,RCP8.5 HadGEM2,8.538,0,13.3126,0.7985840970117047,5
950539,SL2,Natural Forest,Current,8.538,0,1.6844000000000001,0.28054475578773524,5
950539,SL2,Natural Forest,RCP2.6 MIROC5,8.538,0,1.6572,0.15834121383897498,5
950539,SL2,Natural Forest,RCP8.5 CSIRO,8.538,0,3.581,0.2952932440812014,5
950539,SL2,Natural Forest,RCP8.5 GFDL,8.538,0,13.8314,0.9004751856658796,5
950539,SL2,Natural Forest,RCP8.5 HadGEM2,8.538,0,13.5724,0.7336864861778499,5
